id_equipo,nombre,porcentaje ganados en general,porcentaje empatados en general,porcentaje perdidos en general,proporcion puntos en general,"porcentaje mas 1,5 en general","porcentaje mas 2,5 en general","porcentaje mas 3,5 en general","porcentaje mas 4,5 en general",proporcion goles totales en general,proporcion goles marcados en general,proporcion goles encajados en general,"porcentaje mas 0,5 marcados en general","porcentaje mas 1,5 marcados en general","porcentaje mas 2,5 marcados en general","porcentaje mas 0,5 encajados en general","porcentaje mas 1,5 encajados en general","porcentaje mas 2,5 encajados en general",proporcion amarillas en general,proporcion rojas en general,proporcion cambios en general,proporcion posesion en general,proporcion total tiros en general,proporcion corners a favor en general,proporcion corners en contra en general,proporcion cambios lesionados en general,proporcion cambios amarillas en general,proporcion cambios goleadores en general,proporcion cambios asistentes en general,media cambios minutos en general,proporcion cambios delanteros a centrocampistas en general,proporcion cambios delanteros a defensas en general,proporcion cambios centrocampistas a delanteros en general,proporcion cambios centrocampistas a defensas en general,proporcion cambios defensas a delanteros en general,proporcion cambios defensas a centrocampistas en general,proporcion cambios antes descanso en general,proporcion cambios 45 a 60 en general,proporcion cambios 61 a 75 en general,proporcion cambios 76 a final en general,proporcion cambios alineacion defensa en general,proporcion cambios alineacion centrocampista en general,proporcion cambios alineacion delantero en general
40,Atletico-Madrid,67.57,21.62,10.81,2.24,72.97,40.54,21.62,8.11,2.41,1.76,0.65,81.08,56.76,18.92,51.35,13.51,0.0,2.51,0.0,3.89,52.41,11.89,5.14,4.22,0.19,0.57,0.68,0.49,67.32,1.03,0.27,0.59,0.11,0.08,0.19,0.08,1.0,1.68,1.14,1.3,1.08,1.05
41,Real-Madrid,64.86,24.32,10.81,2.19,75.68,43.24,27.03,13.51,2.49,1.76,0.73,86.49,56.76,24.32,54.05,13.51,2.7,1.59,0.05,3.57,59.81,13.95,5.86,4.08,0.3,0.32,0.51,0.32,68.0,0.41,0.11,0.27,0.08,0.19,0.14,0.16,0.54,1.76,1.11,1.43,1.08,1.22
42,Barcelona,62.16,18.92,18.92,2.05,83.78,64.86,37.84,24.32,3.3,2.27,1.03,91.89,59.46,40.54,64.86,32.43,5.41,1.86,0.05,4.14,66.03,15.05,5.78,3.62,0.27,0.54,0.57,0.35,69.12,0.24,0.11,0.51,0.24,0.22,0.38,0.08,0.68,1.95,1.43,1.24,1.03,0.81
43,Sevilla,62.16,13.51,24.32,2.0,62.16,35.14,16.22,8.11,2.3,1.41,0.89,81.08,37.84,16.22,56.76,24.32,5.41,2.14,0.05,4.84,61.16,11.86,4.35,4.14,0.27,0.7,0.51,0.32,71.12,0.84,0.35,0.41,0.41,0.22,0.3,0.11,0.81,1.7,2.22,1.35,1.08,1.16
44,Real-Sociedad,43.24,29.73,27.03,1.59,72.97,45.95,24.32,16.22,2.59,1.57,1.03,83.78,37.84,21.62,64.86,24.32,5.41,2.19,0.03,4.68,55.22,11.08,5.22,3.32,0.14,1.03,0.78,0.54,70.11,0.38,0.11,0.32,0.16,0.14,0.14,0.08,0.65,2.19,1.76,1.73,1.14,1.35
45,Betis,43.24,27.03,29.73,1.57,75.68,37.84,24.32,13.51,2.57,1.27,1.3,75.68,43.24,8.11,64.86,35.14,18.92,2.38,0.19,4.05,54.3,11.41,4.86,4.05,0.16,0.49,0.3,0.19,69.39,0.35,0.14,0.68,0.11,0.0,0.0,0.14,0.76,1.68,1.49,1.11,0.89,1.35
46,Villarreal,40.54,35.14,24.32,1.57,86.49,56.76,29.73,5.41,2.73,1.59,1.14,81.08,45.95,21.62,72.97,29.73,5.41,1.84,0.14,4.32,55.97,10.41,4.27,3.78,0.38,0.59,0.76,0.41,70.02,0.19,0.27,0.43,0.3,0.27,0.05,0.14,0.86,1.43,1.89,1.41,0.73,1.24
47,Celta,37.84,29.73,32.43,1.43,86.49,51.35,32.43,13.51,2.89,1.43,1.46,72.97,43.24,18.92,75.68,40.54,18.92,2.78,0.14,3.62,53.35,9.0,3.16,4.38,0.46,0.51,0.54,0.38,69.85,0.81,0.27,0.32,0.19,0.14,0.11,0.22,0.59,1.3,1.51,0.97,0.81,0.7
48,Granada,35.14,16.22,48.65,1.22,83.78,62.16,32.43,16.22,3.03,1.27,1.76,81.08,37.84,5.41,78.38,54.05,27.03,2.49,0.16,4.62,41.05,9.3,3.32,4.89,0.41,0.73,0.57,0.24,65.76,0.3,0.24,0.49,0.3,0.27,0.03,0.11,1.57,1.59,1.35,1.57,1.27,1.3
49,Athletic-Bilbao,29.73,35.14,35.14,1.24,70.27,40.54,21.62,5.41,2.32,1.24,1.08,70.27,35.14,8.11,75.68,27.03,5.41,2.22,0.08,4.68,49.38,10.38,5.3,4.19,0.3,0.46,0.54,0.3,69.24,0.38,0.24,0.51,0.08,0.19,0.03,0.08,0.81,2.19,1.59,1.59,1.32,1.05
50,Osasuna,29.73,29.73,40.54,1.19,70.27,37.84,27.03,5.41,2.27,1.0,1.27,62.16,29.73,8.11,70.27,40.54,13.51,2.14,0.14,4.54,42.92,9.59,3.08,4.7,0.27,0.73,0.43,0.35,71.29,0.51,0.16,0.46,0.14,0.11,0.16,0.19,0.38,2.03,1.95,1.43,1.35,1.22
51,Cadiz,29.73,27.03,43.24,1.16,70.27,43.24,27.03,8.11,2.43,0.92,1.51,64.86,24.32,2.7,72.97,37.84,27.03,2.11,0.08,4.73,34.16,7.78,4.03,5.38,0.41,0.7,0.41,0.14,67.61,0.3,0.32,0.41,0.16,0.24,0.16,0.16,1.22,1.68,1.68,1.46,0.84,1.27
52,Valencia-Cf,27.03,32.43,40.54,1.14,78.38,56.76,32.43,10.81,2.78,1.35,1.43,78.38,37.84,10.81,83.78,48.65,10.81,2.16,0.14,3.95,46.86,10.08,4.32,5.16,0.35,0.43,0.32,0.24,71.95,0.38,0.16,0.97,0.16,0.11,0.19,0.16,0.54,1.38,1.86,1.03,1.27,1.03
53,Levante,24.32,35.14,40.54,1.08,78.38,40.54,24.32,10.81,2.68,1.19,1.49,70.27,35.14,10.81,89.19,40.54,10.81,1.84,0.03,4.84,51.81,9.7,4.46,4.84,0.14,0.76,0.59,0.38,71.38,0.41,0.59,0.59,0.22,0.14,0.32,0.05,0.76,2.03,2.0,1.92,1.22,0.81
54,Getafe,24.32,27.03,48.65,1.0,48.65,32.43,13.51,5.41,1.92,0.76,1.16,45.95,21.62,8.11,64.86,24.32,16.22,3.16,0.19,3.68,42.14,9.32,3.78,3.78,0.19,0.92,0.3,0.27,71.67,0.35,0.16,0.38,0.16,0.49,0.35,0.11,0.76,1.11,1.7,1.54,0.7,0.95
55,Alaves,24.32,29.73,45.95,1.03,70.27,45.95,27.03,10.81,2.49,0.97,1.51,67.57,24.32,2.7,75.68,43.24,21.62,2.62,0.22,4.27,43.0,8.81,3.73,5.27,0.24,0.81,0.46,0.27,71.19,0.38,0.38,0.27,0.14,0.19,0.03,0.14,0.84,1.46,1.84,1.22,0.7,1.35
56,Elche,18.92,32.43,48.65,0.89,75.68,40.54,24.32,0.0,2.35,0.86,1.49,64.86,18.92,2.7,83.78,45.95,18.92,2.59,0.08,3.97,47.81,6.76,3.62,4.38,0.24,0.7,0.35,0.24,68.69,0.49,0.41,0.27,0.14,0.27,0.05,0.19,0.95,1.27,1.57,1.38,0.49,1.38
57,Huesca,18.92,32.43,48.65,0.89,64.86,32.43,24.32,16.22,2.35,0.92,1.43,59.46,18.92,13.51,78.38,40.54,13.51,1.78,0.05,4.49,47.86,9.86,3.95,4.27,0.24,0.49,0.35,0.41,70.39,0.49,0.46,0.49,0.35,0.27,0.32,0.14,0.86,1.68,1.81,1.46,0.84,1.0
58,Valladolid,13.51,43.24,43.24,0.84,78.38,37.84,21.62,5.41,2.38,0.89,1.49,62.16,21.62,5.41,91.89,43.24,10.81,2.38,0.11,4.46,44.81,9.38,3.81,5.08,0.14,0.78,0.41,0.11,70.05,0.43,0.43,0.57,0.16,0.32,0.08,0.08,0.78,1.92,1.68,1.68,1.0,1.57
59,Eibar,16.22,32.43,51.35,0.81,70.27,35.14,13.51,8.11,2.16,0.78,1.38,64.86,10.81,2.7,75.68,37.84,13.51,1.92,0.08,3.89,49.95,11.14,5.22,3.73,0.22,0.41,0.41,0.11,70.17,0.41,0.32,0.32,0.24,0.32,0.11,0.19,0.65,1.43,1.62,1.41,0.92,1.14
