id_equipo,nombre,porcentaje ganados en general,porcentaje empatados en general,porcentaje perdidos en general,proporcion puntos en general,"porcentaje mas 1,5 en general","porcentaje mas 2,5 en general","porcentaje mas 3,5 en general","porcentaje mas 4,5 en general",proporcion goles totales en general,proporcion goles marcados en general,proporcion goles encajados en general,"porcentaje mas 0,5 marcados en general","porcentaje mas 1,5 marcados en general","porcentaje mas 2,5 marcados en general","porcentaje mas 0,5 encajados en general","porcentaje mas 1,5 encajados en general","porcentaje mas 2,5 encajados en general",proporcion amarillas en general,proporcion rojas en general,proporcion cambios en general,proporcion posesion en general,proporcion total tiros en general,proporcion corners a favor en general,proporcion corners en contra en general,proporcion cambios lesionados en general,proporcion cambios amarillas en general,proporcion cambios goleadores en general,proporcion cambios asistentes en general,media cambios minutos en general,proporcion cambios delanteros a centrocampistas en general,proporcion cambios delanteros a defensas en general,proporcion cambios centrocampistas a delanteros en general,proporcion cambios centrocampistas a defensas en general,proporcion cambios defensas a delanteros en general,proporcion cambios defensas a centrocampistas en general,proporcion cambios antes descanso en general,proporcion cambios 45 a 60 en general,proporcion cambios 61 a 75 en general,proporcion cambios 76 a final en general,proporcion cambios alineacion defensa en general,proporcion cambios alineacion centrocampista en general,proporcion cambios alineacion delantero en general
30,Crystal-Palace-Fc,29.73,29.73,40.54,1.19,67.57,40.54,18.92,10.81,2.35,1.05,1.3,56.76,32.43,8.11,75.68,29.73,16.22,2.22,0.08,3.62,45.41,10.81,4.89,4.65,0.38,0.57,0.38,0.27,73.55,0.59,0.08,0.27,0.16,0.24,0.38,0.08,0.35,1.46,1.73,1.14,0.7,0.84
31,Chelsea-Fc,29.73,27.03,43.24,1.16,64.86,43.24,21.62,5.41,2.24,1.0,1.24,62.16,29.73,8.11,72.97,35.14,10.81,2.19,0.08,4.54,58.65,12.27,5.38,4.84,0.35,0.54,0.27,0.22,61.01,0.54,0.16,0.84,0.22,0.24,0.11,0.16,0.7,1.57,1.59,1.89,1.05,1.14
32,Wolverhampton,29.73,21.62,48.65,1.11,70.27,37.84,10.81,8.11,2.27,0.84,1.43,62.16,18.92,2.7,70.27,40.54,18.92,2.3,0.16,4.32,50.03,10.95,4.89,5.27,0.35,0.68,0.24,0.14,64.53,0.54,0.24,0.43,0.27,0.19,0.11,0.14,1.19,1.46,1.35,0.95,0.7,1.32
33,West-Ham-United,29.73,18.92,51.35,1.08,75.68,37.84,27.03,5.41,2.54,1.11,1.43,64.86,27.03,13.51,75.68,43.24,13.51,1.16,0.0,3.41,41.19,12.14,5.43,5.16,0.3,0.16,0.38,0.24,70.9,0.41,0.05,0.41,0.16,0.08,0.08,0.16,0.49,1.35,1.41,1.41,0.73,0.73
34,Afc-Bournemouth,29.73,16.22,54.05,1.05,75.68,48.65,32.43,21.62,2.89,1.0,1.89,54.05,29.73,13.51,78.38,54.05,29.73,1.78,0.0,3.73,39.27,9.3,3.81,7.08,0.38,0.38,0.43,0.27,70.33,0.19,0.24,0.73,0.41,0.24,0.14,0.11,0.73,1.03,1.78,1.11,0.76,0.65
35,Nottingham-Forest-Fc,24.32,27.03,48.65,1.0,78.38,45.95,35.14,16.22,2.81,1.0,1.81,67.57,24.32,5.41,78.38,56.76,27.03,2.22,0.0,4.16,37.11,9.54,3.35,6.32,0.68,0.57,0.38,0.19,68.42,0.08,0.35,0.57,0.16,0.32,0.16,0.16,0.68,1.68,1.57,1.43,1.24,0.65
36,Everton-Fc,18.92,32.43,48.65,0.89,75.68,43.24,21.62,8.11,2.43,0.89,1.54,62.16,16.22,5.41,78.38,51.35,16.22,2.14,0.05,3.11,42.49,10.97,4.49,6.35,0.32,0.41,0.16,0.11,67.37,0.19,0.05,0.27,0.08,0.08,0.05,0.11,0.46,0.97,1.41,0.97,0.57,0.7
37,Leicester-City-Fc,21.62,18.92,59.46,0.84,78.38,62.16,35.14,16.22,3.14,1.32,1.81,67.57,40.54,13.51,81.08,54.05,24.32,1.68,0.05,3.62,47.38,10.62,3.57,6.24,0.27,0.41,0.43,0.27,66.54,0.32,0.16,0.41,0.3,0.14,0.05,0.19,0.51,1.7,1.14,1.08,1.24,0.78
38,Leeds-United-Afc,18.92,27.03,54.05,0.84,75.68,64.86,43.24,24.32,3.27,1.27,2.0,72.97,37.84,10.81,86.49,59.46,27.03,2.32,0.08,4.14,46.57,11.59,5.08,4.84,0.22,0.76,0.59,0.32,67.13,0.62,0.35,0.41,0.3,0.08,0.11,0.19,0.62,1.51,1.65,0.97,0.62,1.03
39,Southampton-Fc,16.22,16.22,67.57,0.65,64.86,51.35,32.43,16.22,2.73,0.86,1.86,59.46,18.92,8.11,89.19,51.35,32.43,1.97,0.0,4.59,44.43,10.38,4.19,5.38,0.49,0.68,0.32,0.22,67.98,0.49,0.19,0.84,0.16,0.22,0.22,0.22,0.76,1.89,1.68,1.27,1.24,1.22
