id_equipo,nombre,porcentaje ganados en general,porcentaje empatados en general,porcentaje perdidos en general,proporcion puntos en general,"porcentaje mas 1,5 en general","porcentaje mas 2,5 en general","porcentaje mas 3,5 en general","porcentaje mas 4,5 en general",proporcion goles totales en general,proporcion goles marcados en general,proporcion goles encajados en general,"porcentaje mas 0,5 marcados en general","porcentaje mas 1,5 marcados en general","porcentaje mas 2,5 marcados en general","porcentaje mas 0,5 encajados en general","porcentaje mas 1,5 encajados en general","porcentaje mas 2,5 encajados en general",proporcion amarillas en general,proporcion rojas en general,proporcion cambios en general,proporcion posesion en general,proporcion total tiros en general,proporcion corners a favor en general,proporcion corners en contra en general,proporcion cambios lesionados en general,proporcion cambios amarillas en general,proporcion cambios goleadores en general,proporcion cambios asistentes en general,media cambios minutos en general,proporcion cambios delanteros a centrocampistas en general,proporcion cambios delanteros a defensas en general,proporcion cambios centrocampistas a delanteros en general,proporcion cambios centrocampistas a defensas en general,proporcion cambios defensas a delanteros en general,proporcion cambios defensas a centrocampistas en general,proporcion cambios antes descanso en general,proporcion cambios 45 a 60 en general,proporcion cambios 61 a 75 en general,proporcion cambios 76 a final en general,proporcion cambios alineacion defensa en general,proporcion cambios alineacion centrocampista en general,proporcion cambios alineacion delantero en general
20,Manchester-City-Fc,75.68,13.51,10.81,2.41,83.78,67.57,43.24,24.32,3.41,2.54,0.86,94.59,67.57,54.05,64.86,16.22,5.41,1.16,0.03,3.3,65.27,15.38,6.32,2.54,0.19,0.32,0.78,0.59,69.47,0.46,0.22,0.41,0.14,0.03,0.14,0.11,0.59,0.89,1.57,1.41,0.78,1.0
21,Arsenal,67.57,16.22,16.22,2.19,83.78,67.57,51.35,29.73,3.41,2.24,1.16,89.19,67.57,45.95,64.86,35.14,13.51,1.41,0.0,3.86,59.95,14.95,5.78,3.68,0.16,0.3,0.65,0.59,74.38,0.38,0.22,0.41,0.16,0.16,0.08,0.16,0.41,1.0,2.27,0.73,0.59,0.46
22,Manchester-United-Fc,59.46,16.22,24.32,1.95,70.27,48.65,24.32,10.81,2.65,1.51,1.14,81.08,51.35,16.22,54.05,24.32,13.51,2.08,0.05,3.89,53.76,15.32,5.14,5.49,0.22,0.51,0.41,0.49,70.91,0.76,0.16,0.19,0.08,0.11,0.03,0.16,0.76,1.16,1.78,1.46,0.86,1.0
23,Newcastle-United-Fc,51.35,35.14,13.51,1.89,72.97,48.65,29.73,21.62,2.68,1.81,0.86,70.27,48.65,29.73,62.16,18.92,5.41,1.68,0.03,4.05,52.73,14.78,7.22,4.14,0.41,0.41,0.7,0.41,73.34,0.76,0.11,0.51,0.16,0.05,0.0,0.08,0.32,1.51,2.05,0.54,0.73,1.0
24,Liverpool,51.35,24.32,24.32,1.78,72.97,59.46,35.14,21.62,3.08,1.92,1.16,78.38,51.35,24.32,62.16,32.43,18.92,1.49,0.03,4.32,60.65,15.22,6.11,3.57,0.19,0.46,0.7,0.54,72.36,0.7,0.14,0.41,0.16,0.05,0.3,0.03,0.86,1.57,1.89,1.46,1.49,0.89
25,Brighton-Amp-Hov,48.65,21.62,29.73,1.68,78.38,64.86,45.95,27.03,3.3,1.92,1.38,86.49,51.35,32.43,67.57,40.54,18.92,1.46,0.0,3.68,60.24,16.11,6.22,3.54,0.35,0.38,0.65,0.41,71.85,0.54,0.3,0.57,0.35,0.16,0.24,0.16,0.59,1.35,1.62,0.86,1.27,0.78
26,Aston-Villa-Fc,45.95,18.92,35.14,1.57,78.38,45.95,21.62,5.41,2.54,1.32,1.22,78.38,40.54,10.81,67.57,27.03,18.92,2.05,0.03,3.86,49.41,11.11,4.32,5.62,0.38,0.65,0.41,0.35,68.3,0.41,0.41,0.22,0.54,0.14,0.14,0.16,0.49,1.32,1.73,1.27,1.0,0.46
27,Tottenham-Hotspur-Fc,45.95,16.22,37.84,1.54,83.78,59.46,45.95,27.03,3.46,1.78,1.68,89.19,51.35,21.62,72.97,54.05,24.32,2.08,0.08,3.65,49.92,13.35,5.41,4.95,0.27,0.65,0.32,0.49,70.99,0.3,0.19,0.22,0.11,0.54,0.05,0.16,0.3,0.95,2.05,1.76,0.54,0.68
28,Brentford,37.84,37.84,24.32,1.51,83.78,45.95,32.43,13.51,2.78,1.54,1.24,75.68,51.35,18.92,70.27,32.43,13.51,1.43,0.03,4.49,43.43,10.68,4.32,5.7,0.35,0.62,0.43,0.46,72.36,0.59,0.27,0.54,0.08,0.27,0.35,0.08,0.51,2.0,1.89,1.05,0.78,0.78
29,Fulham,40.54,18.92,40.54,1.41,72.97,64.86,29.73,16.22,2.84,1.46,1.38,75.68,45.95,18.92,75.68,45.95,13.51,2.11,0.03,4.0,48.62,11.14,4.81,5.38,0.22,0.54,0.59,0.46,75.24,0.32,0.16,0.92,0.19,0.22,0.05,0.14,0.3,0.95,2.57,0.81,0.57,1.11
