id_equipo,nombre,porcentaje ganados en general,porcentaje empatados en general,porcentaje perdidos en general,proporcion puntos en general,"porcentaje mas 1,5 en general","porcentaje mas 2,5 en general","porcentaje mas 3,5 en general","porcentaje mas 4,5 en general",proporcion goles totales en general,proporcion goles marcados en general,proporcion goles encajados en general,"porcentaje mas 0,5 marcados en general","porcentaje mas 1,5 marcados en general","porcentaje mas 2,5 marcados en general","porcentaje mas 0,5 encajados en general","porcentaje mas 1,5 encajados en general","porcentaje mas 2,5 encajados en general",proporcion amarillas en general,proporcion rojas en general,proporcion cambios en general,proporcion posesion en general,proporcion total tiros en general,proporcion corners a favor en general,proporcion corners en contra en general,proporcion cambios lesionados en general,proporcion cambios amarillas en general,proporcion cambios goleadores en general,proporcion cambios asistentes en general,media cambios minutos en general,proporcion cambios delanteros a centrocampistas en general,proporcion cambios delanteros a defensas en general,proporcion cambios centrocampistas a delanteros en general,proporcion cambios centrocampistas a defensas en general,proporcion cambios defensas a delanteros en general,proporcion cambios defensas a centrocampistas en general,proporcion cambios antes descanso en general,proporcion cambios 45 a 60 en general,proporcion cambios 61 a 75 en general,proporcion cambios 76 a final en general,proporcion cambios alineacion defensa en general,proporcion cambios alineacion centrocampista en general,proporcion cambios alineacion delantero en general
0,Bayern-Munchen,69.7,18.18,12.12,2.27,87.88,69.7,51.52,27.27,3.45,2.52,0.94,90.91,66.67,54.55,63.64,18.18,12.12,1.24,0.06,3.0,66.36,17.94,8.55,1.97,0.09,0.09,0.64,0.42,70.11,0.42,0.09,0.3,0.27,0.0,0.06,0.12,0.73,0.91,1.24,1.15,1.27,0.85
1,Borussia-Dortmund,66.67,21.21,12.12,2.21,87.88,75.76,51.52,33.33,3.67,2.39,1.27,90.91,72.73,42.42,69.7,36.36,12.12,1.15,0.09,3.15,58.06,13.15,5.0,4.79,0.03,0.24,0.52,0.42,70.46,0.33,0.24,0.55,0.21,0.36,0.06,0.06,0.7,0.91,1.48,1.42,1.27,0.64
2,Rb-Leipzig,57.58,27.27,15.15,2.0,69.7,51.52,30.3,24.24,2.7,1.88,0.82,72.73,54.55,36.36,51.52,18.18,9.09,1.76,0.03,2.94,49.48,14.3,5.45,3.97,0.0,0.33,0.58,0.27,75.69,0.3,0.09,0.55,0.18,0.06,0.09,0.0,0.39,0.88,1.67,1.03,1.18,0.76
3,Bayer-Leverkusen,51.52,12.12,36.36,1.67,84.85,63.64,48.48,30.3,3.48,1.94,1.55,87.88,54.55,24.24,72.73,42.42,27.27,1.48,0.03,2.73,60.3,14.76,5.52,4.7,0.12,0.45,0.39,0.3,68.1,0.12,0.06,0.52,0.0,0.18,0.12,0.24,0.39,1.0,1.09,1.39,0.58,0.64
4,Borussia-Monchengla,48.48,21.21,30.3,1.67,84.85,57.58,33.33,9.09,2.88,1.67,1.21,84.85,48.48,24.24,60.61,33.33,18.18,1.27,0.0,3.0,53.64,13.0,5.52,4.61,0.06,0.27,0.33,0.27,69.84,0.3,0.06,0.52,0.06,0.12,0.18,0.12,0.39,1.24,1.24,0.97,1.58,0.64
5,Wolfsburg,45.45,21.21,33.33,1.58,87.88,63.64,36.36,15.15,3.12,1.64,1.48,75.76,51.52,27.27,72.73,48.48,18.18,1.85,0.0,2.85,53.7,11.97,5.09,5.91,0.03,0.58,0.39,0.27,74.43,0.42,0.12,0.3,0.09,0.12,0.03,0.03,0.39,0.82,1.61,0.76,0.88,1.0
6,Eintracht-Frankfurt,45.45,27.27,27.27,1.64,87.88,66.67,33.33,12.12,3.09,1.79,1.3,84.85,48.48,30.3,72.73,33.33,15.15,1.76,0.09,2.76,47.42,12.21,5.33,4.73,0.06,0.52,0.39,0.33,68.78,0.27,0.12,0.24,0.24,0.06,0.12,0.24,0.33,1.12,1.06,1.42,1.06,0.64
7,Werder-Bremen,39.39,33.33,27.27,1.52,90.91,57.58,39.39,15.15,3.15,1.7,1.45,96.97,45.45,21.21,84.85,36.36,12.12,1.88,0.09,2.97,52.27,13.61,5.0,5.18,0.12,0.39,0.52,0.21,68.46,0.33,0.09,0.67,0.06,0.09,0.0,0.18,0.64,1.03,1.12,0.85,0.88,0.88
8,Tsg-1899-Hoffenheim,39.39,36.36,24.24,1.55,93.94,69.7,51.52,24.24,3.52,2.06,1.45,93.94,54.55,36.36,84.85,39.39,18.18,1.97,0.03,2.94,54.15,17.52,5.33,4.7,0.0,0.58,0.42,0.24,66.22,0.18,0.21,0.61,0.09,0.33,0.06,0.18,0.67,1.3,0.79,1.91,0.94,0.97
9,Fortuna-Dusseldorf,36.36,15.15,48.48,1.24,90.91,72.73,33.33,18.18,3.3,1.36,1.94,69.7,39.39,18.18,84.85,48.48,36.36,2.0,0.0,3.06,42.67,12.03,4.24,4.82,0.03,0.36,0.45,0.21,67.53,0.42,0.09,0.36,0.21,0.18,0.12,0.12,0.61,1.27,1.06,0.85,1.85,0.82
