id_equipo,nombre,porcentaje ganados en general,porcentaje empatados en general,porcentaje perdidos en general,proporcion puntos en general,"porcentaje mas 1,5 en general","porcentaje mas 2,5 en general","porcentaje mas 3,5 en general","porcentaje mas 4,5 en general",proporcion goles totales en general,proporcion goles marcados en general,proporcion goles encajados en general,"porcentaje mas 0,5 marcados en general","porcentaje mas 1,5 marcados en general","porcentaje mas 2,5 marcados en general","porcentaje mas 0,5 encajados en general","porcentaje mas 1,5 encajados en general","porcentaje mas 2,5 encajados en general",proporcion amarillas en general,proporcion rojas en general,proporcion cambios en general,proporcion posesion en general,proporcion total tiros en general,proporcion corners a favor en general,proporcion corners en contra en general,proporcion cambios lesionados en general,proporcion cambios amarillas en general,proporcion cambios goleadores en general,proporcion cambios asistentes en general,media cambios minutos en general,proporcion cambios delanteros a centrocampistas en general,proporcion cambios delanteros a defensas en general,proporcion cambios centrocampistas a delanteros en general,proporcion cambios centrocampistas a defensas en general,proporcion cambios defensas a delanteros en general,proporcion cambios defensas a centrocampistas en general,proporcion cambios antes descanso en general,proporcion cambios 45 a 60 en general,proporcion cambios 61 a 75 en general,proporcion cambios 76 a final en general,proporcion cambios alineacion defensa en general,proporcion cambios alineacion centrocampista en general,proporcion cambios alineacion delantero en general
0,Liverpool,81.08,8.11,10.81,2.51,89.19,67.57,32.43,10.81,3.11,2.19,0.92,89.19,72.97,35.14,62.16,18.92,8.11,1.03,0.03,3.3,62.51,14.78,6.78,4.27,0.11,0.22,0.54,0.38,73.0,0.57,0.14,0.24,0.05,0.0,0.14,0.11,0.24,1.19,1.7,0.65,1.22,0.65
1,Manchester-City-Fc,64.86,8.11,27.03,2.03,91.89,75.68,51.35,24.32,3.57,2.57,1.0,86.49,72.97,43.24,59.46,32.43,8.11,1.68,0.11,3.14,66.08,18.35,7.81,2.68,0.05,0.32,0.59,0.49,69.02,0.35,0.14,0.62,0.11,0.03,0.08,0.08,0.68,1.24,1.14,1.97,1.35,1.14
2,Manchester-United-Fc,48.65,29.73,21.62,1.76,89.19,43.24,21.62,8.11,2.68,1.7,0.97,78.38,54.05,27.03,67.57,27.03,2.7,1.89,0.0,3.3,56.05,13.95,5.43,4.92,0.03,0.46,0.62,0.41,71.75,0.46,0.19,0.35,0.16,0.08,0.14,0.03,0.62,1.14,1.51,1.19,1.05,0.49
3,Chelsea-Fc,51.35,16.22,32.43,1.7,86.49,64.86,37.84,18.92,3.24,1.78,1.46,81.08,62.16,21.62,78.38,45.95,13.51,1.57,0.0,3.03,61.16,15.86,6.57,3.49,0.14,0.24,0.62,0.3,70.21,0.22,0.08,0.35,0.08,0.05,0.08,0.14,0.43,1.3,1.16,1.35,1.08,0.95
4,Leicester-City-Fc,51.35,21.62,27.03,1.76,83.78,56.76,27.03,13.51,2.84,1.84,1.0,78.38,54.05,21.62,62.16,21.62,10.81,1.14,0.05,2.89,58.05,14.08,5.97,4.65,0.03,0.22,0.27,0.3,69.86,0.24,0.43,0.19,0.05,0.16,0.0,0.11,0.49,1.16,1.14,0.95,0.97,0.81
5,Tottenham-Hotspur-Fc,45.95,24.32,29.73,1.62,86.49,64.86,32.43,13.51,2.92,1.68,1.24,83.78,54.05,21.62,75.68,40.54,8.11,2.24,0.08,3.16,53.43,11.14,5.35,5.32,0.05,0.57,0.3,0.32,70.53,0.38,0.22,0.32,0.16,0.19,0.32,0.08,0.65,1.05,1.38,1.54,1.08,0.81
6,Wolverhampton,43.24,35.14,21.62,1.65,78.38,37.84,16.22,13.51,2.41,1.41,1.0,81.08,45.95,13.51,62.16,27.03,5.41,1.57,0.05,2.49,48.89,11.78,5.19,3.92,0.11,0.24,0.51,0.16,73.29,0.27,0.24,0.22,0.11,0.08,0.08,0.05,0.41,0.76,1.27,1.03,0.43,0.68
7,Arsenal,35.14,35.14,29.73,1.41,81.08,54.05,32.43,5.41,2.68,1.41,1.27,78.38,43.24,13.51,72.97,45.95,8.11,2.3,0.14,3.22,53.08,10.27,6.11,6.16,0.22,0.35,0.38,0.35,69.67,0.51,0.19,0.22,0.0,0.22,0.11,0.19,0.59,0.95,1.49,1.35,0.92,1.3
8,Sheffield-United,37.84,32.43,29.73,1.46,67.57,27.03,8.11,2.7,2.03,1.05,0.97,67.57,27.03,10.81,64.86,24.32,8.11,1.68,0.05,2.89,44.16,9.19,5.7,5.62,0.08,0.27,0.27,0.08,69.44,0.19,0.08,0.27,0.03,0.14,0.19,0.03,0.62,1.27,0.97,0.49,0.68,0.78
9,Burnley-Fc,40.54,24.32,35.14,1.46,75.68,43.24,13.51,10.81,2.41,1.14,1.27,72.97,29.73,10.81,59.46,35.14,16.22,1.73,0.0,1.95,40.86,9.24,4.27,6.0,0.11,0.19,0.3,0.11,70.85,0.22,0.24,0.14,0.16,0.14,0.08,0.08,0.38,0.68,0.81,0.95,0.51,0.76
10,Southampton-Fc,35.14,18.92,45.95,1.24,86.49,54.05,27.03,8.11,2.86,1.24,1.62,81.08,35.14,8.11,75.68,45.95,18.92,1.46,0.11,2.92,47.84,12.32,5.38,6.05,0.03,0.27,0.51,0.27,73.8,0.27,0.14,0.16,0.05,0.19,0.11,0.05,0.38,0.92,1.57,1.11,0.59,1.22
11,Everton-Fc,35.14,27.03,37.84,1.32,75.68,45.95,29.73,13.51,2.62,1.19,1.43,72.97,35.14,10.81,75.68,40.54,18.92,2.03,0.08,3.11,49.27,11.59,5.24,4.65,0.3,0.32,0.19,0.3,65.74,0.43,0.19,0.59,0.19,0.08,0.03,0.38,0.54,1.16,1.03,1.11,1.46,0.62
12,Newcastle-United-Fc,29.73,27.03,43.24,1.16,64.86,48.65,32.43,13.51,2.49,0.97,1.51,62.16,24.32,8.11,70.27,43.24,21.62,1.78,0.08,3.05,38.62,10.16,4.05,6.73,0.22,0.35,0.24,0.22,71.03,0.19,0.32,0.57,0.08,0.19,0.14,0.27,0.24,1.16,1.38,1.65,0.89,0.65
13,Crystal-Palace-Fc,32.43,21.62,45.95,1.19,70.27,29.73,16.22,2.7,2.14,0.84,1.3,56.76,27.03,0.0,70.27,40.54,13.51,1.59,0.05,2.59,45.24,9.54,4.7,6.22,0.11,0.3,0.19,0.11,71.34,0.24,0.03,0.24,0.19,0.08,0.24,0.14,0.3,0.86,1.3,1.14,0.84,0.62
14,Brighton-Amp-Hov,21.62,37.84,40.54,1.03,81.08,43.24,21.62,8.11,2.46,1.0,1.46,64.86,24.32,10.81,75.68,43.24,18.92,1.57,0.05,3.32,51.76,11.32,4.65,5.41,0.05,0.35,0.27,0.14,70.67,0.46,0.16,0.59,0.22,0.24,0.11,0.08,0.7,1.16,1.38,1.24,1.27,1.11
15,West-Ham-United,29.73,21.62,48.65,1.11,86.49,51.35,40.54,18.92,2.97,1.35,1.62,70.27,40.54,18.92,78.38,54.05,21.62,1.68,0.03,2.76,43.49,10.68,5.27,5.78,0.11,0.32,0.32,0.27,70.63,0.43,0.11,0.49,0.14,0.05,0.03,0.08,0.51,0.95,1.22,1.16,0.78,0.73
16,Aston-Villa-Fc,24.32,18.92,56.76,0.92,83.78,59.46,27.03,13.51,2.86,1.08,1.78,70.27,29.73,2.7,81.08,56.76,27.03,1.84,0.03,2.92,44.0,11.49,5.11,6.54,0.22,0.38,0.16,0.19,68.3,0.3,0.08,0.3,0.03,0.05,0.05,0.24,0.49,1.03,1.16,1.24,0.95,0.92
17,Afc-Bournemouth,21.62,18.92,59.46,0.84,72.97,59.46,32.43,10.81,2.73,1.0,1.73,59.46,27.03,10.81,86.49,51.35,24.32,2.08,0.08,2.84,44.11,9.65,5.08,6.62,0.19,0.3,0.19,0.08,67.27,0.3,0.03,0.22,0.08,0.14,0.03,0.14,0.51,1.3,0.89,1.32,0.84,1.3
18,Watford-Fc,21.62,27.03,51.35,0.92,81.08,54.05,18.92,5.41,2.57,0.92,1.65,56.76,27.03,8.11,75.68,45.95,27.03,2.08,0.08,2.95,42.05,10.57,4.24,5.3,0.11,0.38,0.24,0.35,70.69,0.24,0.11,0.57,0.11,0.03,0.08,0.19,0.49,0.89,1.38,1.32,0.92,0.59
19,Norwich-City-Fc,13.51,16.22,70.27,0.57,72.97,45.95,27.03,10.81,2.54,0.7,1.84,48.65,16.22,5.41,86.49,62.16,21.62,1.81,0.08,3.27,49.32,10.32,4.43,7.03,0.08,0.49,0.19,0.11,73.93,0.14,0.05,0.73,0.14,0.41,0.22,0.11,0.38,0.84,1.95,1.0,1.3,0.54
