nombreSale,nombreEntra,posicionSale,posicionEntra,minuto,goles,asistencias,lesion,amarillas
R. De Paul,Ángel Correa,Centrocampista,Delantero,77,0,0,0,0
Thomas Lemar,C. Söyüncü,Centrocampista,Defensa,59,0,0,0,0
Koke,Pablo Barrios,Centrocampista,Centrocampista,7,0,0,1,0
Á. Morata,Memphis,Delantero,Delantero,58,1,0,0,1
A. Griezmann,Saúl,Delantero,Centrocampista,77,0,0,0,0
Nahuel Molina,M. Llorente,Defensa,Centrocampista,46,0,0,0,1
Koke,C. Söyüncü,Centrocampista,Defensa,66,0,0,0,0
R. Riquelme,Ángel Correa,Delantero,Delantero,46,0,0,0,0
A. Griezmann,Reinildo,Delantero,Defensa,73,0,0,0,0
Á. Morata,Saúl,Delantero,Centrocampista,55,0,0,0,0
J. Giménez,Ángel Correa,Defensa,Delantero,86,0,0,1,1
Nahuel Molina,C. Azpilicueta,Defensa,Defensa,65,0,0,0,0
Koke,Axel Witsel,Centrocampista,Defensa,46,0,0,0,0
Samuel Lino,Javi Galán,Delantero,Defensa,87,0,1,0,0
Á. Morata,Memphis,Delantero,Delantero,82,2,0,0,0
C. Azpilicueta,Javi Galán,Defensa,Defensa,81,0,1,1,0
Koke,J. Giménez,Centrocampista,Defensa,61,0,0,0,1
M. Llorente,R. De Paul,Centrocampista,Centrocampista,61,0,0,0,0
R. Riquelme,Samuel Lino,Delantero,Delantero,61,0,0,0,0
C. Azpilicueta,Javi Galán,Defensa,Defensa,79,0,0,0,0
R. De Paul,Saúl,Centrocampista,Centrocampista,72,0,0,0,0
M. Llorente,R. Riquelme,Centrocampista,Delantero,72,0,0,0,0
Samuel Lino,Stefan Savić,Delantero,Defensa,79,1,0,0,0
M. Hermoso,C. Azpilicueta,Defensa,Defensa,81,0,0,0,1
Nahuel Molina,J. Giménez,Defensa,Defensa,81,0,0,0,0
Saúl,M. Llorente,Centrocampista,Centrocampista,58,0,0,0,0
R. De Paul,Pablo Barrios,Centrocampista,Centrocampista,67,0,0,0,0
Á. Morata,Ángel Correa,Delantero,Delantero,67,1,1,0,0
Nahuel Molina,Pablo Barrios,Defensa,Centrocampista,70,0,0,0,0
Saúl,M. Llorente,Centrocampista,Centrocampista,46,0,0,0,0
R. De Paul,Samuel Lino,Centrocampista,Delantero,65,0,0,0,0
R. Riquelme,Ángel Correa,Delantero,Delantero,65,0,0,0,0
Á. Morata,C. Söyüncü,Delantero,Defensa,88,0,0,0,0
C. Azpilicueta,J. Giménez,Defensa,Defensa,82,0,0,0,0
Koke,R. De Paul,Centrocampista,Centrocampista,63,0,0,0,0
Samuel Lino,Saúl,Delantero,Centrocampista,71,0,0,0,0
Ángel Correa,R. Riquelme,Delantero,Delantero,63,0,0,0,0
Á. Morata,Memphis,Delantero,Delantero,82,0,0,0,0
