id_jugador,nombre,equipo,posicion,id_partido,titular
449,Kirian,13,Centrocampista,278,1
443,A. Moleiro,13,Centrocampista,278,1
456,Munir,13,Delantero,278,1
460,Sandro,13,Delantero,278,1
433,Álvaro Valles,13,Portero,288,1
440,Mika Mármol,13,Defensa,288,1
434,Álex Suárez,13,Defensa,288,1
442,Sergi Cardona,13,Defensa,288,1
439,Julián Araujo,13,Defensa,288,1
450,M. Perrone,13,Centrocampista,288,1
448,Javi Muñoz,13,Centrocampista,288,1
449,Kirian,13,Centrocampista,288,1
443,A. Moleiro,13,Centrocampista,288,1
456,Munir,13,Delantero,288,1
460,Sandro,13,Delantero,288,1
430,Aarón Escandell,13,Portero,309,1
440,Mika Mármol,13,Defensa,309,1
441,Saúl Coco,13,Defensa,309,1
442,Sergi Cardona,13,Defensa,309,1
434,Álex Suárez,13,Defensa,309,1
450,M. Perrone,13,Centrocampista,309,1
448,Javi Muñoz,13,Centrocampista,309,1
449,Kirian,13,Centrocampista,309,1
443,A. Moleiro,13,Centrocampista,309,1
455,Marvin Park,13,Delantero,309,1
460,Sandro,13,Delantero,309,1
433,Álvaro Valles,13,Portero,328,1
440,Mika Mármol,13,Defensa,328,1
441,Saúl Coco,13,Defensa,328,1
436,D. Sinkgraven,13,Defensa,328,1
434,Álex Suárez,13,Defensa,328,1
450,M. Perrone,13,Centrocampista,328,1
448,Javi Muñoz,13,Centrocampista,328,1
449,Kirian,13,Centrocampista,328,1
443,A. Moleiro,13,Centrocampista,328,1
455,Marvin Park,13,Delantero,328,1
460,Sandro,13,Delantero,328,1
